Filename,RelFreq NOUN,RelFreq VERB,RelFreq ADJ,RelFreq ADV,No. Unique PER,No. Unique LOC,No. Unique ORG
2069.a4.txt,1384.3,1363.64,578.51,485.54,1,0,0
1081.a4.txt,1563.94,1103.96,607.18,257.59,1,0,0
1121.a4.txt,1570.4,1092.06,568.59,541.52,0,0,1
1095.a4.txt,1528.09,1146.07,685.39,584.27,1,0,0
0192.a4.txt,1775.9,1194.5,443.97,359.41,1,0,0
2048.a4.txt,1684.7,1035.55,734.16,332.3,1,0,0
1064.a4.txt,1568.12,1045.42,616.97,437.02,1,0,0
0128.a4.txt,1828.4,1103.17,520.94,388.15,1,0,0
2020.a4.txt,1381.78,1248.72,552.71,388.95,1,0,0
0119.a4.txt,1552.46,1359.74,471.09,364.03,1,0,0
1100.a4.txt,1424.08,1109.95,617.8,429.32,1,0,0
0177.a4.txt,1092.0,1410.15,739.47,515.91,1,0,0
0213.a4.txt,1732.37,1068.46,508.3,487.55,1,0,0
2057.a4.txt,1677.35,1132.48,608.97,555.56,1,0,0
0185.a4.txt,1623.58,1147.88,703.21,341.26,1,0,0
2071.a4.txt,1130.74,1154.3,612.49,447.59,1,0,0
0107.a4.txt,1531.44,1318.46,659.23,436.11,1,0,0
1023.a4.txt,1687.96,821.17,839.42,474.45,1,0,0
0103.a4.txt,997.08,1189.5,413.99,297.38,1,0,0
0136.a4.txt,1349.51,1129.64,629.26,318.42,1,0,0
0106.a4.txt,1378.3,1065.49,713.59,410.56,1,0,0
2062.a4.txt,1229.43,1219.75,609.87,416.26,1,0,0
0121.a4.txt,1391.01,1085.67,602.21,458.02,1,0,0
1048.a4.txt,1433.72,1316.5,532.01,568.08,1,0,0
0224.a4.txt,1319.57,1125.7,669.17,368.98,1,0,0
2056.a4.txt,1305.16,1230.05,676.06,572.77,1,0,0
2018.a4.txt,1759.26,1028.81,740.74,442.39,1,0,0
2040.a4.txt,1400.0,1270.0,440.0,350.0,0,0,1
2032.a4.txt,1597.86,1016.82,519.88,412.84,1,0,0
4030.a4.txt,1348.31,1367.04,449.44,561.8,1,0,0
0186.a4.txt,1525.97,1244.59,541.13,346.32,1,0,0
0227.a4.txt,1744.19,1124.03,410.85,325.58,1,0,0
0156.a4.txt,1254.48,1278.38,513.74,454.0,0,0,1
2038.a4.txt,1745.04,982.24,626.96,417.97,1,0,0
2059.a4.txt,1520.47,1003.9,614.04,389.86,1,0,0
2022.a4.txt,1476.25,1232.35,500.64,359.44,1,0,0
1021.a4.txt,1643.84,1013.7,821.92,452.05,1,0,0
0206.a4.txt,1150.08,1044.05,636.22,424.14,1,0,0
0159.a4.txt,1562.81,1068.25,633.04,464.89,1,0,0
0222.a4.txt,1678.83,1220.02,604.8,427.53,1,0,0
1014.a4.txt,1387.76,1275.51,571.43,387.76,1,0,0
1005.a4.txt,1560.64,983.88,483.46,390.16,0,0,1
1061.a4.txt,1440.76,1165.88,559.24,369.67,1,0,0
1074.a4.txt,1389.65,1044.5,744.78,454.13,1,0,0
1010.a4.txt,1691.82,818.11,746.62,468.63,1,0,0
0219.a4.txt,1228.81,1197.03,773.31,625.0,1,0,0
4031.a4.txt,1273.82,1223.67,391.17,491.47,1,0,0
1094.a4.txt,1185.19,1185.19,571.43,592.59,1,0,0
2015.a4.txt,1578.95,1041.89,601.5,494.09,1,0,0
2046.a4.txt,1407.91,1051.11,723.24,424.3,1,0,0
0235.a4.txt,1463.41,1166.49,657.48,296.92,1,0,0
2017.a4.txt,1665.03,1067.58,626.84,430.95,1,0,0
1006.a4.txt,1931.17,841.3,803.06,458.89,1,0,0
1032.a4.txt,1161.42,1279.53,679.13,551.18,1,0,0
3026.a4.txt,1540.7,1199.13,625.0,399.71,1,0,0
1008.a4.txt,1620.55,998.02,711.46,553.36,0,1,0
0130.a4.txt,1631.34,995.39,479.26,497.7,1,0,0
2072.a4.txt,1699.03,1184.47,650.49,485.44,0,0,1
1017.a4.txt,1525.68,1049.85,755.29,543.81,0,0,1
2066.a4.txt,1682.93,1109.76,731.71,451.22,1,0,0
0104.a4.txt,1487.76,1120.53,649.72,386.06,1,0,0
0234.a4.txt,1634.41,989.25,752.69,526.88,1,0,0
0179.a4.txt,1750.74,1048.47,909.99,217.61,1,0,0
2064.a4.txt,1425.51,1189.71,535.91,353.7,1,0,0
0187.a4.txt,1382.74,1338.5,530.97,331.86,1,0,0
2011.a4.txt,1789.08,922.79,790.96,376.65,1,0,0
0176.a4.txt,1591.13,993.25,588.24,530.38,1,0,0
1102.a4.txt,1405.94,1099.01,801.98,425.74,1,0,0
0105.a4.txt,1410.69,1149.03,546.08,728.1,1,0,0
4034.a4.txt,1390.59,1380.37,613.5,541.92,1,0,0
1072.a4.txt,1575.06,926.99,738.31,410.17,1,0,0
2007.a4.txt,1406.88,1113.36,475.71,445.34,1,0,0
2050.a4.txt,1440.16,1085.19,699.8,212.98,1,0,0
2036.a4.txt,1170.83,1199.62,642.99,412.67,1,0,0
0175.a4.txt,1555.32,1075.16,709.81,407.1,1,0,0
3003.a4.txt,1812.82,1121.42,716.69,328.84,1,0,0
1076.a4.txt,1553.4,1050.31,591.35,291.26,1,0,0
1103.a4.txt,1544.8,1040.16,566.43,494.34,1,0,0
3037.a4.txt,1447.37,1094.5,657.89,400.72,1,0,0
2074.a4.txt,1449.0,1267.87,600.57,371.78,1,0,0
5009.a4.txt,1414.47,1019.74,697.37,322.37,1,0,0
0223.a4.txt,1367.27,1377.25,459.08,389.22,1,0,0
0157.a4.txt,1390.94,1074.82,716.54,569.02,1,0,0
2012.a4.txt,1627.91,1021.59,664.45,290.7,1,0,0
2039.a4.txt,1690.14,967.14,610.33,507.04,1,0,0
1112.a4.txt,1449.14,1142.03,614.2,537.43,1,0,0
1066.a4.txt,1714.0,963.49,750.51,294.12,1,0,0
0205.a4.txt,1405.49,1066.24,533.12,468.5,0,0,1
0102.a4.txt,1564.3,1113.24,566.22,345.49,1,0,0
2055.a4.txt,1455.3,977.13,582.12,353.43,1,0,0
2019.a4.txt,1536.08,1278.35,484.54,412.37,1,0,0
2061.a4.txt,1317.31,1019.23,730.77,355.77,1,0,0
1036.a4.txt,1548.97,1150.34,626.42,501.14,1,0,0
1043.a4.txt,1356.93,1052.11,766.96,481.81,1,0,0
1003.a4.txt,1897.36,1057.54,622.08,295.49,1,0,0
2031.a4.txt,1587.9,982.99,652.17,472.59,1,0,0
0171.a4.txt,1421.52,1016.78,612.04,345.51,1,0,0
1050.a4.txt,1544.12,1200.98,784.31,404.41,1,0,0
0127.a4.txt,1224.97,1142.52,530.04,647.82,1,0,0
2030.a4.txt,1396.55,1267.24,482.76,422.41,1,0,0
1022.a4.txt,1512.53,1175.45,553.15,484.01,1,0,0
1049.a4.txt,1369.29,1296.68,809.13,497.93,1,0,0
2005.a4.txt,1627.3,1119.86,507.44,533.68,1,0,0
2058.a4.txt,1483.61,926.23,983.61,401.64,1,0,0
1013.a4.txt,1406.1,1081.61,668.63,304.82,1,0,0
0108.a4.txt,1441.61,1304.74,620.44,392.34,1,0,0
0194.a4.txt,1678.46,1183.01,576.34,394.34,0,0,1
4045.a4.txt,1520.08,1080.31,564.05,564.05,1,0,0
0204.a4.txt,1480.19,1083.92,536.13,372.96,1,0,0
1070.a4.txt,1238.94,1250.0,387.17,674.78,1,0,0
1057.a4.txt,1322.53,1194.54,511.95,409.56,1,0,0
0208.a4.txt,1021.28,1397.16,510.64,574.47,1,0,0
1034.a4.txt,1520.34,1124.2,674.52,578.16,1,0,0
3065.a4.txt,1389.76,1274.82,449.32,658.31,1,0,0
0109.a4.txt,1666.67,1138.89,657.41,388.89,1,0,0
0215.a4.txt,1728.3,948.55,586.82,313.5,0,0,1
0140.a4.txt,1413.16,1046.39,550.16,442.29,1,0,0
2044.a4.txt,1655.54,1094.79,707.61,307.08,1,0,0
1055.a4.txt,1472.28,1003.82,602.29,420.65,1,0,0
0196.a4.txt,1243.2,1204.35,582.75,419.58,1,0,0
0193.a4.txt,1462.07,1041.38,455.17,255.17,0,0,1
0149.a4.txt,1384.06,1174.36,689.04,329.54,1,0,0
0197.a4.txt,1392.93,1216.22,478.17,405.41,1,0,0
0237.a4.txt,1495.23,1208.91,731.71,466.6,1,0,0
0120.a4.txt,1263.9,1375.13,546.01,333.67,1,0,0
1077.a4.txt,1888.51,1001.14,910.13,580.2,0,0,1
2024.a4.txt,1342.08,1231.08,554.99,494.45,1,0,0
4028.a4.txt,1453.61,1298.97,525.77,505.15,1,0,0
0158.a4.txt,1391.47,1094.62,677.18,565.86,1,0,0
1088.a4.txt,1246.14,1246.14,442.84,329.56,1,0,0
2000.a4.txt,1780.54,952.38,641.82,445.13,1,0,0
1098.a4.txt,1384.78,1099.37,560.25,486.26,1,0,0
0122.a4.txt,1650.14,1041.08,609.07,403.68,1,0,0
1065.a4.txt,1326.53,1190.48,714.29,399.66,1,0,0
0168.a4.txt,1500.0,1025.32,632.91,474.68,1,0,0
3020.a4.txt,1424.12,1205.82,509.36,561.33,1,0,0
2049.a4.txt,1882.18,897.99,560.34,301.72,1,0,0
1090.a4.txt,1490.51,1165.31,686.54,406.5,1,0,0
2028.a4.txt,1725.96,1125.0,668.27,346.15,1,0,0
0200.a4.txt,1476.44,1308.9,554.97,649.21,1,0,0
3042.a4.txt,1289.34,1350.25,558.38,598.98,1,0,0
2035.a4.txt,1460.56,1148.98,379.75,447.91,0,0,1
0199.a4.txt,1642.62,954.5,732.52,410.65,1,0,0
0111.a4.txt,1427.06,1226.22,676.53,391.12,0,0,1
2034.a4.txt,1457.01,1138.54,469.75,469.75,1,0,0
