timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,Task
2024-05-28T22:24:09,linguistic_analysis,c7910e01-757a-402e-a964-2be6bb176d56,2.181664228439331,5.4325001109159415e-06,2.4912144819515923e-06,32.5,11.296242350417359,5.9740891456604,1.9695592754416996e-05,6.839449916029583e-06,3.575589921179206e-06,3.0110632591625785e-05,Denmark,DNK,central jutland,,,Windows-11-10.0.22631-SP0,3.12.2,2.4.2,12,AMD Ryzen 5 2600 Six-Core Processor,1,1 x NVIDIA GeForce GTX 1650,10.2153,56.1567,15.930904388427734,machine,N,1.0,loading_spacy_model
2024-05-28T22:29:18,linguistic_analysis,c7910e01-757a-402e-a964-2be6bb176d56,309.54558062553406,0.0007994954717592146,2.582803688662149e-06,32.5,13.06302717890438,5.9740891456604,0.002794505373471313,0.0011232142319039795,0.0005136313227982517,0.004431350928173545,Denmark,DNK,central jutland,,,Windows-11-10.0.22631-SP0,3.12.2,2.4.2,12,AMD Ryzen 5 2600 Six-Core Processor,1,1 x NVIDIA GeForce GTX 1650,10.2153,56.1567,15.930904388427734,machine,N,1.0,extract_linguistic_information_pipeline
