Task,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
initialize_paths,2024-05-29T18:31:24,emotion_analysis_pipeline,12c0295e-3125-44d1-8b27-92308549d5d3,0.014000892639160156,1.8067229919719682e-08,1.2905220490667566e-06,22.5,0.0,0.12668180465698242,1.0000020265579224e-07,0.0,1.4074735872782184e-10,1.0014095001452006e-07,Denmark,DNK,central jutland,,,Windows-11-10.0.22631-SP0,3.12.3,2.4.2,8,Intel(R) Core(TM) i5-10300H CPU @ 2.50GHz,1,1 x NVIDIA GeForce GTX 1650,10.2153,56.1567,7.790576934814453,process,N,1.0
load_hf_model,2024-05-29T18:31:28,emotion_analysis_pipeline,12c0295e-3125-44d1-8b27-92308549d5d3,4.248792886734009,4.744117680870102e-06,1.1168399555259385e-06,22.5,0.7537647652898657,0.5016188621520996,2.6555049419403078e-05,-7.71945062e-07,5.12041808002266e-07,2.6295146165405342e-05,Denmark,DNK,central jutland,,,Windows-11-10.0.22631-SP0,3.12.3,2.4.2,8,Intel(R) Core(TM) i5-10300H CPU @ 2.50GHz,1,1 x NVIDIA GeForce GTX 1650,10.2153,56.1567,7.790576934814453,process,N,1.0
load_csv_data,2024-05-29T18:31:28,emotion_analysis_pipeline,12c0295e-3125-44d1-8b27-92308549d5d3,0.051004886627197266,1.0540218910938592e-07,2.06668547529009e-06,22.5,17.900678347643524,0.5027289390563965,3.250136971473705e-07,2.5361131399999995e-07,5.586038245629245e-09,5.842110493929987e-07,Denmark,DNK,central jutland,,,Windows-11-10.0.22631-SP0,3.12.3,2.4.2,8,Intel(R) Core(TM) i5-10300H CPU @ 2.50GHz,1,1 x NVIDIA GeForce GTX 1650,10.2153,56.1567,7.790576934814453,process,N,1.0
convert_text_column_to_str,2024-05-29T18:31:28,emotion_analysis_pipeline,12c0295e-3125-44d1-8b27-92308549d5d3,0.0169980525970459,1.9268814558573044e-08,1.133605436337997e-06,22.5,0.0,0.5027661323547363,1.06242299079894e-07,0.0,5.58655140707728e-10,1.0680095422060322e-07,Denmark,DNK,central jutland,,,Windows-11-10.0.22631-SP0,3.12.3,2.4.2,8,Intel(R) Core(TM) i5-10300H CPU @ 2.50GHz,1,1 x NVIDIA GeForce GTX 1650,10.2153,56.1567,7.790576934814453,process,N,1.0
run_emotion_analysis_pipeline,2024-05-29T19:09:33,emotion_analysis_pipeline,12c0295e-3125-44d1-8b27-92308549d5d3,2285.149043560028,0.002699918501894948,1.1815065263530408e-06,22.5,0.0003567899664062591,1.0761637687683105,0.014282181517779826,-2.2638907000000002e-07,0.0006828405230264058,0.01496479565173623,Denmark,DNK,central jutland,,,Windows-11-10.0.22631-SP0,3.12.3,2.4.2,8,Intel(R) Core(TM) i5-10300H CPU @ 2.50GHz,1,1 x NVIDIA GeForce GTX 1650,10.2153,56.1567,7.790576934814453,process,N,1.0
save_results_to_csv,2024-05-29T19:09:33,emotion_analysis_pipeline,12c0295e-3125-44d1-8b27-92308549d5d3,0.13201904296875,2.0087131436582334e-07,1.5334157643730405e-06,22.5,7.175422302178882,1.0761923789978027,8.189231157310767e-07,2.59166874e-07,3.527627286895735e-08,1.1133662626006124e-06,Denmark,DNK,central jutland,,,Windows-11-10.0.22631-SP0,3.12.3,2.4.2,8,Intel(R) Core(TM) i5-10300H CPU @ 2.50GHz,1,1 x NVIDIA GeForce GTX 1650,10.2153,56.1567,7.790576934814453,process,N,1.0
initialize_visualization_values,2024-05-29T19:09:33,emotion_analysis_pipeline,12c0295e-3125-44d1-8b27-92308549d5d3,0.03097248077392578,1.2413318489779002e-07,4.135443319694522e-06,22.5,60.66852887442834,1.076359748840332,1.937240362171605e-07,4.88333724e-07,5.973283791096788e-09,6.880310440080667e-07,Denmark,DNK,central jutland,,,Windows-11-10.0.22631-SP0,3.12.3,2.4.2,8,Intel(R) Core(TM) i5-10300H CPU @ 2.50GHz,1,1 x NVIDIA GeForce GTX 1650,10.2153,56.1567,7.790576934814453,process,N,1.0
visualize_emotion_distribution_by_season,2024-05-29T19:09:35,emotion_analysis_pipeline,12c0295e-3125-44d1-8b27-92308549d5d3,1.3583924770355225,1.4359543672177837e-06,1.0571021881984906e-06,22.5,3.4890531581314046,1.0912799835205078,8.490093052386863e-06,-7.68333948e-07,2.3728249466518393e-07,7.959041599052419e-06,Denmark,DNK,central jutland,,,Windows-11-10.0.22631-SP0,3.12.3,2.4.2,8,Intel(R) Core(TM) i5-10300H CPU @ 2.50GHz,1,1 x NVIDIA GeForce GTX 1650,10.2153,56.1567,7.790576934814453,process,N,1.0
visualize_emotion_fluctuations_across_seasons,2024-05-29T19:09:36,emotion_analysis_pipeline,12c0295e-3125-44d1-8b27-92308549d5d3,1.0944156646728516,1.2632902423571034e-06,1.1542755271572192e-06,22.5,0.00938085389360367,1.105224609375,6.8403691053393195e-06,1.388889999999932e-09,1.6026088502259488e-07,7.00201888036156e-06,Denmark,DNK,central jutland,,,Windows-11-10.0.22631-SP0,3.12.3,2.4.2,8,Intel(R) Core(TM) i5-10300H CPU @ 2.50GHz,1,1 x NVIDIA GeForce GTX 1650,10.2153,56.1567,7.790576934814453,process,N,1.0
